label;genre;origin
Gisella;F;italian
Giselle;F;french, english
Gisselle;F;french, english
Gita;F;indian
Githa;F;english
Gitta;F;german
Gittan;F;swedish
Gittel;F;jewish
Giuditta;F;italian
Giulia;F;italian
Giulian;M;
Giuliana;F;italian
Giuliano;M;italian
Giulietta;F;italian
Giulio;M;italian
Giuseppe;M;italian
Giuseppina;F;italian
Giustina;F;italian
Giustino;M;italian
Gizella;F;hungarian
Gizi;F;hungarian
Gjergj;M;albanian
Gjon;M;albanian
Gjord;M;swedish
Gjurd;M;norwegian
Gladwin;M;english
Gladwyn;M;english
Gladys;F;welsh, english
Glanville;M;english
Glaucio;M;portuguese
Glaw;M,F;welsh
Gleb;M;russian
Glen;M;scottish, english
Glenda;F;welsh
Glendower;M;welsh
Glenice;F;
Glenn;M;scottish, english
Glenna;F;scottish, english
Glenys;F;welsh
Gloria;F;english, italian, spanish, portuguese
Glorinda;F;esperanto
Glory;F;english
Glukel;F;jewish
Glykeria;F;greek
Glyn;M;welsh
Glyndwr;M;welsh
Glynis;F;welsh
Glynn;M;welsh
Gnaeus;M;ancient roman
Gob;M;irish
Gobind;M;indian
Gobinet;F;irish
Gobnait;F;irish
Gobnata;F;
Gobnet;F;irish
Goddard;M;english
Godelieve;M;french, dutch
Godfrey;M;english
Godfried;M;dutch
Godiva;F;english
Godofredo;M;spanish, portuguese
Godric;M;english
Godwin;M;english
Goffredo;M;italian
Gofraidh;M;irish
Goibniu;M;irish mythology
Golda;F;jewish
Goldie;F;jewish, english
Goliath;M;biblical
Gomer;M;biblical, english
Gonca;F;turkish
Gonzague;M;
Gonzalo;M;spanish
Goodwin;M;english
Gopal;M;indian
Goraidh;M;scottish
Goran;M;croatian, serbian
Gord;M;english
Gordana;F;serbian, croatian
Gorden;M;english
Gordon;M;scottish, english
Gore;M;english
Goretti;F;
Gorka;M;basque
Gormlaith;F;irish, scottish
Goro;M;japanese
Goronwy;M;welsh, welsh mythology
Gosse;M;english
Gotam;M;indian
Gottfrid;M;swedish
Gottfried;M;german
Gotthard;M;german
Gotthilf;M;german
Gotthold;M;german
Gottlieb;M;german
Gottschalk;M;german
Goundo;F;
Govad;M;
Govannon;M;welsh mythology
Govind;M;indian
Gowri;F;indian
Goyathlay;M;native american
Gra;F;portuguese
Grace;F;english
Gracia;F;spanish
Graciano;M;spanish, portuguese
Gracie;F;english
Graciela;F;spanish
Gracilia;F;
Gracja;F;polish
Grady;M;irish, english
Graeme;M;scottish, english
Graham;M;scottish, english
Grahame;M;scottish, english
Grania;F;irish
Grant;M;english, scottish
Granville;M;english
Granya;F;irish
Gratia;F;german
Gratian;M;history
Gratien;M;french
Grazia;F;italian
Graziana;F;italian
Graziano;M;italian
Graziella;F;italian
Grazyna;F;polish
Greer;F,M;scottish, english
Greet;F;dutch
Greetje;F;dutch
Greg;M;english
Greger;M;swedish
Gregers;M;danish, norwegian
Gregg;M;english
Gregoire;M;
Gregor;M;german, scottish
Gregorio;M;italian, spanish
Gregorios;M;greek, ancient greek
Gregory;M;english
Greig;M;english
Grenville;M;english
Gresham;M;english
Greta;F;swedish, german, english
Gretchen;F;german
Grete;F;german, danish
Gretel;F;german
Grethe;F;danish, norwegian
Gretta;F;english
Grgur;M;croatian
Grid;F;norse mythology
Grier;M;english
Griffin;M;welsh, english
Griffith;M;welsh
Grigor;M;welsh
Grigore;M;romanian
Grigori;M;russian
Grigory;M;russian
Griogair;M;scottish
Griselda;F;english
Grisha;M;russian
Grizel;F;scottish
Gro;F;norwegian
Gronw;M;welsh
Grosvenor;M;english
Grover;M;english
Gruffud;M;welsh
Gruffudd;M;welsh
Gruffydd;M;welsh
Grusha;F;russian
Grwn;M;welsh
Gry;F;norwegian
Grzegorz;M;polish
Guadalupe;F,M;spanish
Gualter;M;portuguese
Gualtiero;M;italian
Guda;M;arabic
Gudrun;F;norse mythology, scandinavian, german
Guendolen;F;
Guenevere;F;
Guerino;M;italian
Guglielmo;M;italian
Guido;M;italian
Guifr;M;catalan
Guilhem;M;
Guilherme;M;portuguese
Guillaume;M;french
Guillem;M;catalan
Guillemette;F;
Guillermo;M;spanish
Guinevere;F;english, welsh mythology
Guiomar;M,F;spanish, portuguese
Guiscard;M;english
Gul;F;iranian
Gulbahar;F;iranian
Gulistan;F;iranian
Gull;F;scandinavian
Gulzar;M,F;arabic, iranian
Gunda;F;german, scandinavian
Gundula;F;german
Gunhild;F;scandinavian
Gunhilda;F;scandinavian
Gunilla;F;swedish
Gunnar;M;scandinavian
Gunne;M;scandinavian
Gunnhild;F;norwegian
Gunnvor;F;norwegian
Gunter;M;german
Gunther;M;german
Guntram;M;german
Gunvor;F;scandinavian
Gus;M;english, scottish, greek
Gussie;F;english
Gusta;F;
Gustaf;M;swedish
Gustav;M;scandinavian
Gustave;M;french
Gustavo;M;italian, spanish, portuguese
Guszt;M;hungarian
Guto;M;welsh
Gutxi;M;basque
Guy;M;english, french
Gwallter;M;welsh
Gwandoya;M;african
Gwawr;F;welsh
Gwen;F;welsh, english
Gwenaëlle;F;french
Gwenda;F;welsh, english
Gwendolen;F;welsh, english
Gwendoline;F;welsh, english
Gwendolyn;F;welsh, english
Gweneth;F;
Gwenevere;F;english
Gwenfrewi;F;welsh
Gwenllian;F;welsh
Gwenneth;F;
Gwenyth;F;welsh, english
Gwil;M;welsh
Gwilherm;M;breton
Gwilim;M;welsh
Gwillym;M;welsh
Gwilym;M;welsh
Gwladus;F;welsh
Gwrtheyrn;M;ancient celtic
Gwyn;M;welsh
Gwynedd;F,M;welsh
Gwyneira;F;welsh
Gwyneth;F;welsh
Gwynfor;M;welsh
Gwynn;M;welsh
Gwythyr;M;welsh
Gyles;M;english
Gyneth;F;
Gypsy;F;english
Gytha;F;english
Gyula;M;hungarian
Gyuri;M;hungarian
H;F;vietnamese
Ha;M;
Haakon;M;norwegian
Habacuc;M;biblical (variant)
Habakkuk;M;biblical
Habib;M;arabic
Habiba;F;arabic
Haby;F;
Hachiro;M;japanese
Hadar;F,M;jewish
Hadassah;F;biblical, jewish
Hades;M;greek mythology
Hadewych;F;dutch
Hadi;M;arabic
Hadil;F;arabic
Hadja;F;
Hadjara;F;arabic
Hadley;F,M;english
Hadrian;M;history
Hadrianus;M;ancient roman
Hadriel;M;
Hadrien;M;
Hadya;F;arabic
Hadyn;M;
Hafeez;M;indian
Hafiz;M;arabic
Hafsa;F;arabic
Hafsah;F;arabic
Hafza;F;arabic
Hagan;M;german
Hagar;F;biblical
Hagen;M;danish
Haggai;M;biblical
Hagir;F;arabic
Hagop;M;armenian
Hai;M;chinese
Haidar;M;arabic
Haidee;F;english
Haider;M;arabic
Haifa;F;arabic
Hailee;F;english (modern)
Hailey;F;english
Haïm;M;
Hajar;F;arabic
Hajna;F;hungarian
Hajnal;F;hungarian
Hajnalka;F;hungarian
Hakan;M;turkish
Hakeem;M;arabic
Hakim;M;arabic
Hal;M;english
Hala;F;arabic
Halcyon;F;
Halcyone;F;greek mythology (latinized)
Haldor;M;danish, norwegian
Hale;M;english
Haleigh;F;english (modern)
Haley;F;english
Halima;F;
Halina;F;polish
Hall;M;english
Hallam;M;english
Halld;M,F;icelandic
Halldor;M;danish, norwegian
Halle;M,F;scandinavian, english
Hallie;F;english
Hallvard;M;norwegian
Halstein;M;norwegian
Halsten;M;swedish
Halvar;M;swedish
Halvard;M;norwegian
Halvdan;M;norwegian
Halvor;M;norwegian, danish
Ham;M;biblical
Hamed;M;
Hamid;M;arabic
Hamidou;M;
Hamilcar;M;history
Hamilton;M;english
Hamish;M;scottish
Hamlet;M;literature
Hammond;M;english
Hamnet;M;
Hamo;M;
Hamon;M;
Hampus;M;swedish
Hamza;M;arabic
Hana;F;arabic
Hanaa;F;arabic
Hanae;F;
Hanan;F;arabic
Hananiah;M;biblical
Hande;F;turkish
Hani;M;arabic
Hania;F;polish
Haniyya;F;arabic
Hank;M;english
Hanke;M;german
Hanna;F;finnish, polish, ukrainian, scandinavian, ice
Hannah;F;english, jewish, french, biblical
Hanne;F;german
Hannelore;F;german
Hannes;M;dutch
Hannibal;M;history
Hannu;M;finnish
Hans;M;german, dutch, scandinavian
Happy;M,F;english
Harald;M;scandinavian, german
Haraldur;M;icelandic
Harding;M;english
Hardy;M;english
Hari;M;indian
Harinder;M;indian
Harish;M;indian
Harith;M;arabic
Harlan;M;english
Harland;M;english
Harley;M,F;english
Harmon;M;english
Harmonia;F;greek mythology
Harmonie;F;english (modern)
Harmony;F;english
Harold;M;english
Haron;M;
Haroun;M;arabic
Harouna;M;
Haroune;M;
Harper;M,F;english
Harriet;F;english
Harriett;F;english
Harrietta;F;english
Harriette;F;english
Harris;M;english
Harrison;M;english
Harry;M;english
Hartley;M,F;english
Hartmann;M;german
Hartmut;M;german
Hartwig;M;german
Hartwin;M;german
Haruko;F;japanese
Harun;M;arabic
Harve;M;english
Harvey;M;english
Harvie;M;english
Hasan;M;arabic
Hasdrubal;M;history
Hashim;M;arabic
Hasim;M;arabic
Haskel;M;jewish
Hasna;F;
Hassan;M;arabic
Hassane;M;
Hatem;M;
Hathor;F;egyptian mythology (hellenized)
Hatim;M;arabic
Hatouma;F;
Hattie;F;english
Hatty;F;english
Haukea;F;hawaiian
Haul;M;welsh
Hava;F;jewish
Havel;M;czech, slovak
Haven;F;english
Havilah;F,M;biblical
Havva;F;turkish
Hawa;F;
Haya;F;
Haydee;F;english (modern)
Hayden;M;
Hayder;M;arabic
Haydn;M;
Hayfa;F;arabic
Haylee;F;english (modern)
Hayleigh;F;english (modern)
Hayley;F;english
Haylie;F;english
Haytham;M;arabic
Haywood;M;english
Hazael;M;biblical
Hazan;F;turkish
Haze;F;english
Hazel;F;english
Headley;M;english
Heath;M;english
Heather;F;english
Heaven;F;english
Hebe;F;greek mythology
Hebel;M;jewish
Heber;M;irish
Hecate;F;greek mythology (latinized)
Heck;M;scottish
Heckie;M;scottish
Hector;M;english, french, spanish
Hedda;F;norwegian
Heddwyn;M;welsh
Hedi;M;
Hedley;M;english
Hedvig;F;scandinavian
Hedwig;F;german
Hedy;F;german
Hege;F;norwegian, danish
Heida;F;
Heidi;F;german, english
Heidrun;F;norse mythology
Heike;F;german, frisian, dutch
Heikki;M;finnish
Heiko;M;german, frisian, dutch
Heilwig;F;german
Heilyn;M;welsh
Heiner;M;german
Heino;M;german
Heinrich;M;german
Heinz;M;german
Heitor;M;portuguese
Helah;F;biblical
Helder;M;portuguese
Heledd;F;welsh
Helen;F;english
Helena;F;german, dutch, scandinavian, portuguese, poli
Helène;F;german
Helfried;M;german
Helga;F;scandinavian, german
Helge;M;scandinavian
Helie;M;
Heliodoro;M;spanish, portuguese
Helios;M;greek mythology
Hell;F;finnish
Hella;F;scandinavian, german
Helladius;M;ancient greek (latinized)
Hellen;F;english
Helma;F;german
Helmfrid;M;german
Helmfried;M;german
Helmi;F;finnish
Helmine;F;german
Helmut;M;german
Helmuth;M;german
Heloïse;F;
Hemi;M;maori
Hemming;M;scandinavian
Hena;F;jewish
Henda;F;jewish
Hendel;F;jewish
Henderson;M;english
Hendrik;M;dutch, german
Heng;M;chinese
Hengist;M;ancient germanic
Henk;M;dutch
Hennie;F;english
Henning;M;german, danish, norwegian
Henri;M;french
Henrietta;F;english
Henriette;F;french
Henrik;M;scandinavian, german, hungarian
Henrike;F;german, scandinavian
Henrique;M;portuguese
Henry;M;english
Henryk;M;polish
Henye;F;jewish
Hephaestus;M;greek mythology (latinized)
Hephzibah;F;biblical
Hepsie;F;english
Hepzibah;F;biblical (variant)
Hera;F;greek mythology
Heracleitus;M;ancient greek (latinized)
Herakleides;M;ancient greek
Herakles;M;greek mythology
Herb;M;english
Herbert;M;english, german, french
Herberto;M;spanish, portuguese
Herbie;M;english
Hercule;M;french
Hercules;M;roman mythology
Hereward;M;
Heribert;M;german
Heriberto;M;spanish, portuguese
Herk;M;
Herleif;M;ancient scandinavian
Herman;M;english
Hermance;F;
Hermann;M;german
Hermanni;M;finnish
Hermenegildo;M;spanish, portuguese
Hermes;M;greek mythology
Hermia;F;german
Hermine;F;german, french
Hermione;F;greek mythology
Hermogenes;M;ancient greek
Hermokrates;M;ancient greek
Hermolaos;M;ancient greek
Hern;M;spanish
Hernando;M;spanish
Hero;F;greek mythology
Herod;M;biblical
Herodion;M;biblical
Herodotus;M;ancient greek (latinized)
Heron;M;english
Herschel;M;jewish
Hersh;M;jewish
Hershel;M;jewish
Herv;M;french
Hervey;M;english
Heshel;M;jewish
Hesiod;M;history
Hester;F;english
Hestia;F;greek mythology
Hettie;F;english
Heulog;F,M;welsh
Heulwen;F;welsh
Hewie;M;english
Heydar;M;iranian
Hezekiah;M;biblical
Hiawatha;M;history, native american
Hiba;F;arabic
Hicham;M;
Hidaya;F;
Hideaki;M;japanese
Hieronymus;M;german
Higini;M;catalan
Hikari;F;japanese
Hikaru;M;japanese
Hikmat;M,F;arabic
Hilaire;M;french
Hilaria;F;ancient roman, spanish
Hilary;F,M;english
Hilbert;M;
Hilda;F;english, german, dutch, scandinavian
Hilde;F;german, dutch
Hildebrand;M;german
Hildegard;F;german, scandinavian
Hildegarde;F;german, scandinavian
Hildur;F;icelandic
Hillary;F,M;english
Hillel;M;biblical, jewish
Hillevi;F;danish
Hiltraud;F;german
Hiltrud;F;german
Hiltrude;F;german
Hind;F;arabic
Hinrich;M;german
Hinrik;M;icelandic
Hipolito;M;spanish, portuguese
Hippocrates;M;ancient greek (latinized)
Hippolyta;F;greek mythology (anglicized)
Hippolyte;F,M;greek mythology, french
Hippolytos;M;greek mythology, ancient greek
Hiram;M;biblical, english
Hiroko;F;japanese
Hiroshi;M;japanese
Hirsh;M;jewish
Hisein;M;arabic
Hisham;M;arabic
Hitomi;F;japanese
Hizkiah;M;biblical (variant)
Hjalmar;M;scandinavian
Hoa;F;vietnamese
Hocine;M;
Hodel;F;jewish
Hohepa;M;maori
Hokolesqua;M;native american
Holden;M;english
Holger;M;scandinavian
Hollie;F;english
Hollis;M,F;english
Holly;F;english
Homer;M;english
Honey;F;english
Honor;F;english, irish
Honora;F;irish
Honorata;F;polish
Honoratus;M;ancient roman
Honore;M;
Honoria;F;late roman
Honorine;F;french
Honorius;M;late roman
Honour;F;english
Hooda;F;arabic
Hopcyn;M;welsh
Hope;F;english
Hopkin;M;english
Horace;M;english, french
Horacio;M;spanish, portuguese
Horatia;F;ancient roman
Horatio;M;english
Horatius;M;ancient roman
Hormazd;M;
Hormazed;M;
Horsa;M;ancient germanic
Horst;M;german
Hortense;F;french
Hortensia;F;ancient roman, english, spanish
Horus;M;egyptian mythology (hellenized)
Hosanna;F,M;
Hosannah;F,M;
Hosea;M;biblical
Hoshi;F;japanese
Hosni;M;arabic
Hotaka;M;japanese
Hotaru;F;japanese
Houda;F;arabic
Hourig;F;armenian
Houssam;M;arabic
Hovhannes;M;armenian
Hovsep;M;armenian
Howard;M;english
Howell;M;welsh
Howie;M;english
Hoyt;M;
Hrafn;M;icelandic, ancient scandinavian
Hristina;F;bulgarian
Hrodohaidis;F;
Hrothgar;M;anglo-saxon
Huan;F,M;chinese
Huang;M,F;chinese
Hubert;M;english, german, dutch, french
Hubrecht;M;dutch
Huda;F;arabic
Hudes;F;jewish
Hudson;M;english
Huey;M;english
Huffie;M;english
Hugh;M;english
Hughie;M;english
Hugo;M;spanish, portuguese, english, dutch, german
Hugues;M;french
Hulda;F;scandinavian, german
Huldah;F;biblical
Humbert;M;english, german, french
Humphrey;M;english
Humphry;M;english
Hunter;M,F;english
Huo;M,F;chinese
Huppert;M;german
Hupprecht;M;german
Husain;M;arabic
Husam;M;arabic
Husayn;M;arabic
Husni;M;arabic
Hussain;M;arabic
Hussein;M;arabic
Huw;M;welsh
Hyacinth;M,F;english
Hyacintha;F;english
Hyacinthe;F;french
Hyam;M;jewish
Hyder;M;arabic
Hyginus;M;ancient greek (latinized)
Hylda;F;english
Hyledd;F;welsh
Hyman;M;jewish
Hymie;M;jewish
Hypatia;F;ancient greek (latinized)
Hyram;M;english
Hyun;F;korean
Hywel;M;welsh
I'tidal;F;arabic
Iacchus;M;greek mythology (latinized)
Iagan;M;scottish
Iago;M;welsh, spanish
Iain;M;scottish
Iakopa;M;hawaiian
Ian;M;scottish, english
Iancu;M;romanian
Iantha;F;english
Ianthe;F;greek mythology
Ianthina;F;
Ianto;M;welsh
Iarfhlaith;M;irish
Iarlaith;M;irish
Iason;M;greek mythology, greek
Ib;M;danish
Iban;M;
Ibbie;F;english
Ibolya;F;hungarian
Ibraheem;M;indian
Ibrahim;M;arabic, turkish
Ibrahima;M;
Ibtihaj;F;arabic
Ibtisam;F;arabic
Icarus;M;greek mythology (latinized)
Ichabod;M;biblical
Ichiro;M;japanese
Ida;F;english, scandinavian, hungarian
Idan;M;jewish
Idelle;F;english
Idesta;F;
Idetta;F;
Idir;M;
Idonea;F;english
Idony;F;english
Idowu;M;african
Idoya;F;spanish
Idril;F;literature
Idris;M;welsh
Idriss;M;
Idrissa;M;
Idunn;F;germanic mythology
Idwal;M;welsh
Iefan;M;welsh
Iekika;F;hawaiian
Iestyn;M;welsh
Ieuan;M;welsh
Ifan;M;welsh
Ife;F;african
Ige;F;african
Ign;M;hungarian, czech
Ignaas;M;dutch
Ignace;M;french
Ignacio;M;spanish
Ignacy;M;polish
Ignacz;M;hungarian
Ignasi;M;catalan
Ignatius;M;
Ignatz;M;german
Ignazio;M;italian
Igor;M;russian
Ihab;M,F;arabic
Ihsan;M,F;arabic
Iida;F;finnish
Iikka;M;finnish
Iisakki;M;finnish
Ikaia;M;hawaiian
Ikaika;M;hawaiian
Ike;M;english
Ikraam;F;arabic
Ila;F;indian
Ilan;M;jewish
Ilana;F;jewish
Ilar;M;welsh
Ilari;M;russian
Ilaria;F;italian
Ilario;M;italian
Ilbert;M;
Ildik;F;hungarian
Ilean;F;english
Ileana;F;romanian
Ileen;F;english
Ilene;F;english
Ilhan;M;
Ili;F;hungarian
Ilia;M;russian, bulgarian
Ilian;M;
Iliana;F;
Iliane;M;
Ilias;M;
Ilie;M;romanian
Ilies;M;
Ilinca;F;romanian
Ilka;F;hungarian
Ilker;M;turkish
Illtyd;M;welsh
Ilma;F;
Ilona;F;hungarian, finnish
Ilonka;F;hungarian
Ilsa;F;
Ilse;F;german
Ily;M;
Ilya;M;russian
Ilyan;M;
Ilyana;F;
Ilyane;M;
Ilyas;M;
Ilyass;M;
Ilyès;M;
Ilyess;M;
Ima;F;
Imaculada;F;portuguese
Imad;M;arabic
Imam;M;arabic
Imamu;M;african
Iman;F;arabic
Imane;F;
Imani;F;african
Imelda;F;italian, spanish
Imen;F;arabic
Imene;F;
Imhotep;M;ancient egyptian
Imke;F;german
Imma;F;german
Immacolata;F;italian
Immaculata;F;irish
Immanuel;M;german, jewish, biblical
Imogen;F;english
Imogene;F;english
Imran;M;
Imrane;M;
Imre;M;hungarian
Imrus;M;hungarian
In;F;french,portuguese,spanish
In'am;F;arabic
Ina;F;english
Inaya;F;
Inbar;F;jewish
Inderjit;M,F;indian
Inderpal;M;indian
India;F;english
Indiana;F,M;english
Indigo;M,F;english
Indira;F;indian, hindu mythology
Indra;M;indian, hindu mythology
Indrajit;M,F;indian
Indrani;F;indian
Indy;F,M;english
Inès;F;
Inez;F;spanish
Ing;M;germanic mythology, norse mythology
Inga;F;swedish
Inge;M,F;german, scandinavian
Ingeborg;F;scandinavian, german
Ingegerd;F;scandinavian
Ingemar;M;scandinavian
Inger;F;swedish
Inglebert;M;
Ingmar;M;scandinavian
Ingolf;M;scandinavian
Ingram;M;english
Ingrid;F;scandinavian, german
Ingvar;M;scandinavian
Ingvarr;M;ancient scandinavian
Inigo;M;english
Inka;F;frisian
Inkeri;F;finnish
Inmaculada;F;spanish
Inna;F;
Innes;M,F;scottish
Innocent;M;english
Innocenzo;M;italian
Innokenti;M;russian
Inocencio;M;spanish
Into;M;finnish
Inza;M;
Io;F;greek mythology
Ioan;M;romanian, bulgarian
Ioana;F;romanian, bulgarian
Ioann;M;russian
Ioanna;F;greek
Ioannes;M;greek
Ioannis;M;greek
Iokua;M;hawaiian
Iola;F;
Iolana;F;hawaiian
Iolanthe;F;english
Iole;F;greek mythology
Iolo;M;welsh
Iolyn;M;welsh
Iomhar;M;scottish
Ion;M;basque, romanian
Iona;F;english, scottish
Ionat;M;irish
Ione;F;english
Ionel;M;romanian
Ionela;F;romanian
Ionut;M;romanian
Iorwerth;M;welsh
Iosif;M;russian, bulgarian
Ipati;M;russian
Ippolit;M;russian
Ippolito;M;italian
Iqbal;M;arabic
Ir;F;hungarian
Ira;M;biblical, english, jewish
Ireland;F;english
Irena;F;polish, czech, dutch
Irène;F;english, italian, scandinavian, german, greek
Ireneus;M;ancient greek (latinized)
Ireneusz;M;polish
Irina;F;russian, bulgarian, romanian
Irinei;M;russian
Iris;F;greek mythology, english
Irit;F;jewish
Irja;F;finnish
Irma;F;german, hungarian, spanish
Irmak;F;turkish
Irmgard;F;german
Irmhild;F;german
Irmtraud;F;german
Irmtrud;F;german
Irmuska;F;hungarian
Irvin;M;english, scottish
Irvine;M;english, scottish
Irving;M;english, scottish
Irwin;M;
Isa;F,M;english
Isaac;M;english, jewish, biblical
Isabel;F;spanish, portuguese, french, english
Isabell;F;english
Isabella;F;english, italian, spanish, dutch
Isabelle;F;english, french, german
Isador;M;english
Isadora;F;
Isadore;M;english
Isaia;M;italian
Isaiah;M;english, jewish, biblical
Isaias;M;biblical
Isak;M;swedish
Isam;M;arabic
Isamu;M;japanese
Isandro;M;spanish
Isaura;F;portuguese, spanish
Isaure;F;
Isbel;F;english
Iseabail;F;scottish
Isebella;F;
Isee;F;
Iser;M;jewish
Iseult;F;celtic mythology
Isha;M,F;indian
Ishak;M;
Ishaq;M;
Ishbel;F;scottish
Ishmael;M;biblical, english
Ishmerai;M;biblical
Ishtar;F;near eastern mythology
Isiah;M;english
Isidor;M;german, russian
Isidora;F;english, italian, spanish, russian, serbian
Isidore;M;english, french
Isidoro;M;spanish, italian
Isis;F;egyptian mythology (hellenized)
Iskender;M;turkish
Isla;F;scottish
Islam;M;
Islay;M;scottish
Isleen;F;
Islem;M;
Islwyn;M;welsh
Isma;M;
Isma'il;M;arabic
Ismaël;M;spanish
Ismaïl;M;
Ismat;M,F;arabic
Ismene;F;greek mythology
Isobel;F;scottish
Isocrates;M;ancient greek (latinized)
Isolda;F;english
Isolde;F;english, german, celtic mythology
Isra;F;arabic
Israa;F;
Israël;M;biblical, jewish
Issa;M;arabic
Issac;M;english (modern)
Issachar;M;biblical, jewish
Issam;M;
Issiaka;M;
Issur;M;jewish
Issy;M;
Istv;M;hungarian
Ita;F;irish
Itala;F;italian
Italo;M;italian
Italus;M;roman mythology
Itamar;M;jewish
Ithamar;M;biblical, jewish
Ithel;M;welsh
Itzhak;M;jewish
Itziar;F;basque, spanish
Iulia;F;romanian
Iulian;M;romanian
Iuliana;F;romanian
Iva;F;czech, russian, bulgarian, serbian, croatian
Ivah;F;biblical
Ivan;M;russian, czech, croatian
Ivana;F;czech, serbian, croatian, slovene
Ivanka;F;czech, serbian, croatian, bulgarian
Ivanna;F;russian, ukrainian
Ivar;M;scandinavian
Ives;M;
Ivette;F;
Ivo;M;german, dutch
Ivonette;F;
Ivonne;F;german
Ivor;M;english
Ivory;F;english
Ivy;F;english
Iwan;M;polish
Iwo;M;polish
Iwona;F;polish
Ixchel;F;new world mythology
Iyad;M;
Iyed;M;
Iyov;M;jewish
Izaak;M;german
Izabela;F;polish, czech
Izabella;F;polish, hungarian
Izdihar;F;arabic
Izia;F;
Izolda;F;polish
Izs;M;hungarian
Izumi;F;japanese
Izz-Al-Din;M;arabic
Izz-Ed-Din;M;arabic
Izzy;M;english
Jaakko;M;finnish
Jaan;M;estonian
Jaana;F;finnish
Jaap;M;dutch
Jabbar;M;indian
Jabez;M;biblical
Jabin;M;biblical
Jabir;M;arabic
Jabr;M;arabic
Jabril;M;arabic
Jacaline;F;english (modern)
Jacek;M;polish
Jacenty;M;polish
Jachin;M;biblical
Jacinda;F;english
Jacinta;F;spanish, portuguese
Jacinth;F;english
Jacintha;F;dutch
Jacinthe;F;french
Jacinto;M;spanish, portuguese
Jack;M;english
Jackalyn;F;english (modern)
Jacki;F;english
Jackie;M,F;english
Jacklyn;F;english (modern)
Jackson;M;english
Jaclyn;F;english (modern)
Jacob;M;english, dutch, scandinavian
Jacoba;F;dutch
Jacobina;F;
Jacobine;F;norwegian, danish, dutch
Jacobo;M;spanish
Jacobus;M;dutch
Jacopo;M;italian
Jacqueline;F;french, english
Jacquelyn;F;english
Jacques;M;french
Jacquetta;F;english
Jacquette;F;english
Jacqui;F;english
Jad;M;
Jada;F;english
Jade;F;english
Jaden;M,F;english
Jadon;M;biblical
Jadranka;F;croatian
Jadranko;M;croatian
Jadwiga;F;polish
Jadyn;M,F;english (modern)
Jadzia;F;polish
Jael;F;biblical, jewish
Jafar;M;arabic
Jafet;M;
Jaffar;M;indian
Jaffe;F;jewish
Jaffer;M;indian
Jagannath;M;indian
Jagdish;M;indian
Jagjit;M;indian
Jago;M;cornish
